series id,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
TXCCLAIMS,TXCCLAIMS,2024-12-11,2024-12-11,Continued Claims (Insured Unemployment) in Texas,1986-01-25,2024-11-23,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2024-12-06 07:36:03-06:00,17,"Continued claims, also referred to as insured unemployment, is the number of people who have already filed an initial claim and who have experienced a week of unemployment and then filed a continued claim to claim benefits for that week of unemployment. Continued claims data are based on the week of unemployment, not the week when the initial claim was filed."
SLUEM1524ZSKEN,SLUEM1524ZSKEN,2024-12-11,2024-12-11,Youth Unemployment Rate for Kenya,1991-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-07-02 14:06:07-05:00,17,Youth unemployment refers to the share of the labor force ages 15-24 without work but available for and seeking employment (modeled ILO estimate).  Source Indicator: SL.UEM.1524.ZS
ORLA712UR,ORLA712UR,2024-12-11,2024-12-11,"Unemployment Rate in Orlando-Kissimmee-Sanford, FL (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Smoothed Seasonally Adjusted,SSA,2024-11-27 13:33:14-06:00,2,
LAUMT123674000000003A,LAUMT123674000000003A,2024-12-11,2024-12-11,"Unemployment Rate in Orlando-Kissimmee-Sanford, FL (MSA)",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:36:29-05:00,2,
LRUN64TTDEQ156N,LRUN64TTDEQ156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Germany,1999-04-01,2024-04-01,Quarterly,Q,Percent,%,Not Seasonally Adjusted,NSA,2024-10-15 13:59:56-05:00,2,"OECD Data Filters:  REF_AREA: DEU MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRUN64TTDEA156S,LRUN64TTDEA156S,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Germany,2005-01-01,2023-01-01,Annual,A,Percent,%,Seasonally Adjusted,SA,2024-07-15 13:54:07-05:00,1,"OECD Data Filters:  REF_AREA: DEU MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: Y SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRUN64TTDEA156N,LRUN64TTDEA156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Germany,2005-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-07-15 14:05:00-05:00,1,"OECD Data Filters:  REF_AREA: DEU MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LNU04032238,LNU04032238,2024-12-11,2024-12-11,"Unemployment Rate - Financial Activities Industry, Private Wage and Salary Workers",2000-01-01,2024-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-12-06 07:46:21-06:00,17,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU04032238
LNS14000036,LNS14000036,2024-12-11,2024-12-11,Unemployment Rate - 20-24 Yrs.,1948-01-01,2024-11-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-12-06 07:47:27-06:00,16,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNS14000036
VTUR,VTUR,2024-12-11,2024-12-11,Unemployment Rate in Vermont,1976-01-01,2024-10-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-11-20 10:49:12-06:00,15,
LMUNRRTTRUM156S,LMUNRRTTRUM156S,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Russia,1991-07-01,2021-12-01,Monthly,M,Growth rate previous period,Growth rate previous period,Seasonally Adjusted,SA,2024-04-10 11:07:07-05:00,9,"OECD Data Filters:  REF_AREA: RUS MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: G1 ADJUSTMENT: Y SECTOR: S1 FREQ: M  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LAUST460000000000003A,LAUST460000000000003A,2024-12-11,2024-12-11,Unemployment Rate in South Dakota,1976-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-03-01 10:17:06-06:00,3,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
LNS14000032,LNS14000032,2024-12-11,2024-12-11,"Unemployment Rate - 20 Yrs. & over, Black or African American Women",1972-01-01,2024-11-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-12-06 07:47:27-06:00,13,"To obtain estimates of women worker employment, the ratio of weighted women employees to the weighted all employees in the sample is assumed to equal the same ratio in the universe. The current month's women worker ratio, thus, is estimated and then multiplied by the all-employee estimate. The weighted-difference-link-and-taper formula (described in the source) is used to estimate the current month's women worker ratio. This formula adds the change in the matched sample's women worker ratio (the weighted-difference link) to the prior month's estimate, which has been slightly modified to reflect changes in the sample composition (the taper).  The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNS14000032"
SDUR,SDUR,2024-12-11,2024-12-11,Unemployment Rate in South Dakota,1976-01-01,2024-10-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-11-20 10:49:12-06:00,13,
LAUST500000000000003A,LAUST500000000000003A,2024-12-11,2024-12-11,Unemployment Rate in Vermont,1976-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-03-01 10:17:11-06:00,2,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
LAUCN240310000000003A,LAUCN240310000000003A,2024-12-11,2024-12-11,"Unemployment Rate in Montgomery County, MD",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:40:22-05:00,1,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
LAUCN060850000000003A,LAUCN060850000000003A,2024-12-11,2024-12-11,"Unemployment Rate in Santa Clara County, CA",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:41:43-05:00,1,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
